link_id,from_node_id,to_node_id,time_period,volume,travel_time,speed,VOC,notes
435,438,439,0700_0800,1.000,0.005,60.000,0.001,period-based
436,439,440,0700_0800,1.000,0.005,60.000,0.001,period-based
437,440,441,0700_0800,1.000,0.005,60.000,0.001,period-based
438,441,442,0700_0800,1.000,0.005,60.000,0.001,period-based
439,442,443,0700_0800,1.000,0.005,60.000,0.001,period-based
440,443,444,0700_0800,1.000,0.005,60.000,0.001,period-based
441,444,445,0700_0800,1.000,0.005,60.000,0.001,period-based
442,445,446,0700_0800,1.000,0.005,60.000,0.001,period-based
443,446,447,0700_0800,1.000,0.005,60.000,0.001,period-based
444,447,448,0700_0800,1.000,0.005,60.000,0.001,period-based
445,448,449,0700_0800,1.000,0.005,60.000,0.001,period-based
446,449,450,0700_0800,1.000,0.005,60.000,0.001,period-based
447,450,451,0700_0800,1.000,0.005,60.000,0.001,period-based
448,451,452,0700_0800,1.000,0.005,60.000,0.001,period-based
449,452,453,0700_0800,1.000,0.005,60.000,0.001,period-based
450,453,454,0700_0800,1.000,0.005,60.000,0.001,period-based
451,454,455,0700_0800,1.000,0.005,60.000,0.001,period-based
452,455,456,0700_0800,1.000,0.005,60.000,0.001,period-based
453,456,457,0700_0800,1.000,0.005,60.000,0.001,period-based
454,457,458,0700_0800,1.000,0.005,60.000,0.001,period-based
455,458,459,0700_0800,1.000,0.005,60.000,0.001,period-based
456,459,460,0700_0800,1.000,0.005,60.000,0.001,period-based
457,460,461,0700_0800,1.000,0.005,60.000,0.001,period-based
458,461,462,0700_0800,1.000,0.005,60.000,0.001,period-based
459,462,463,0700_0800,1.000,0.005,60.000,0.001,period-based
460,463,464,0700_0800,1.000,0.005,60.000,0.001,period-based
461,464,465,0700_0800,1.000,0.005,60.000,0.001,period-based
462,465,466,0700_0800,1.000,0.005,60.000,0.001,period-based
463,466,467,0700_0800,1.000,0.005,60.000,0.001,period-based
464,467,468,0700_0800,1.000,0.005,60.000,0.001,period-based
465,468,469,0700_0800,1.000,0.005,60.000,0.001,period-based
466,469,470,0700_0800,1.000,0.005,60.000,0.001,period-based
467,470,471,0700_0800,1.000,0.005,60.000,0.001,period-based
468,471,472,0700_0800,1.000,0.005,60.000,0.001,period-based
469,472,473,0700_0800,1.000,0.005,60.000,0.001,period-based
470,473,474,0700_0800,1.000,0.005,60.000,0.001,period-based
471,474,475,0700_0800,1.000,0.005,60.000,0.001,period-based
472,475,476,0700_0800,1.000,0.005,60.000,0.001,period-based
473,476,477,0700_0800,1.000,0.005,60.000,0.001,period-based
474,477,478,0700_0800,1.000,0.005,60.000,0.001,period-based
475,478,479,0700_0800,1.000,0.005,60.000,0.001,period-based
476,479,480,0700_0800,1.000,0.005,60.000,0.001,period-based
477,480,481,0700_0800,1.000,0.005,60.000,0.001,period-based
478,481,482,0700_0800,0.000,0.005,60.000,0.000,period-based
479,482,483,0700_0800,0.000,0.005,60.000,0.000,period-based
480,483,484,0700_0800,0.000,0.005,60.000,0.000,period-based
481,484,485,0700_0800,0.000,0.005,60.000,0.000,period-based
482,485,486,0700_0800,0.000,0.005,60.000,0.000,period-based
483,486,487,0700_0800,0.000,0.005,60.000,0.000,period-based
484,487,488,0700_0800,0.000,0.005,60.000,0.000,period-based
485,488,489,0700_0800,0.000,0.005,60.000,0.000,period-based
486,489,490,0700_0800,0.000,0.005,60.000,0.000,period-based
487,490,491,0700_0800,0.000,0.005,60.000,0.000,period-based
488,491,492,0700_0800,0.000,0.005,60.000,0.000,period-based
489,492,493,0700_0800,0.000,0.005,60.000,0.000,period-based
490,493,494,0700_0800,0.000,0.005,60.000,0.000,period-based
491,494,495,0700_0800,0.000,0.005,60.000,0.000,period-based
492,495,496,0700_0800,0.000,0.005,60.000,0.000,period-based
493,496,497,0700_0800,0.000,0.005,60.000,0.000,period-based
494,497,498,0700_0800,0.000,0.005,60.000,0.000,period-based
495,498,499,0700_0800,0.000,0.005,60.000,0.000,period-based
496,499,500,0700_0800,0.000,0.005,60.000,0.000,period-based
497,500,501,0700_0800,0.000,0.005,60.000,0.000,period-based
498,501,502,0700_0800,0.000,0.005,60.000,0.000,period-based
499,502,503,0700_0800,0.000,0.005,60.000,0.000,period-based
500,503,504,0700_0800,0.000,0.005,60.000,0.000,period-based
501,504,505,0700_0800,0.000,0.005,60.000,0.000,period-based
502,505,506,0700_0800,0.000,0.005,60.000,0.000,period-based
503,506,507,0700_0800,0.000,0.005,60.000,0.000,period-based
504,507,508,0700_0800,0.000,0.005,60.000,0.000,period-based
505,508,509,0700_0800,0.000,0.005,60.000,0.000,period-based
506,509,510,0700_0800,0.000,0.005,60.000,0.000,period-based
507,510,511,0700_0800,0.000,0.005,60.000,0.000,period-based
508,511,512,0700_0800,0.000,0.005,60.000,0.000,period-based
509,513,514,0700_0800,0.000,0.005,60.000,0.000,period-based
510,514,515,0700_0800,0.000,0.005,60.000,0.000,period-based
511,515,516,0700_0800,0.000,0.005,60.000,0.000,period-based
512,516,517,0700_0800,0.000,0.005,60.000,0.000,period-based
513,517,518,0700_0800,0.000,0.005,60.000,0.000,period-based
514,518,519,0700_0800,0.000,0.005,60.000,0.000,period-based
515,519,520,0700_0800,0.000,0.005,60.000,0.000,period-based
516,520,521,0700_0800,0.000,0.005,60.000,0.000,period-based
517,521,522,0700_0800,0.000,0.005,60.000,0.000,period-based
518,522,523,0700_0800,0.000,0.005,60.000,0.000,period-based
519,523,524,0700_0800,0.000,0.005,60.000,0.000,period-based
520,524,525,0700_0800,0.000,0.005,60.000,0.000,period-based
521,525,526,0700_0800,0.000,0.005,60.000,0.000,period-based
522,526,527,0700_0800,0.000,0.005,60.000,0.000,period-based
523,527,528,0700_0800,0.000,0.005,60.000,0.000,period-based
524,528,529,0700_0800,0.000,0.005,60.000,0.000,period-based
525,529,530,0700_0800,0.000,0.005,60.000,0.000,period-based
526,530,531,0700_0800,0.000,0.005,60.000,0.000,period-based
527,531,532,0700_0800,0.000,0.005,60.000,0.000,period-based
528,532,533,0700_0800,0.000,0.005,60.000,0.000,period-based
529,533,534,0700_0800,0.000,0.005,60.000,0.000,period-based
530,534,535,0700_0800,0.000,0.005,60.000,0.000,period-based
531,535,536,0700_0800,0.000,0.005,60.000,0.000,period-based
532,536,537,0700_0800,0.000,0.005,60.000,0.000,period-based
533,537,538,0700_0800,0.000,0.005,60.000,0.000,period-based
534,538,539,0700_0800,0.000,0.005,60.000,0.000,period-based
535,539,540,0700_0800,0.000,0.005,60.000,0.000,period-based
536,540,541,0700_0800,0.000,0.005,60.000,0.000,period-based
537,541,542,0700_0800,0.000,0.005,60.000,0.000,period-based
538,542,543,0700_0800,0.000,0.005,60.000,0.000,period-based
539,543,544,0700_0800,0.000,0.005,60.000,0.000,period-based
540,544,545,0700_0800,0.000,0.005,60.000,0.000,period-based
541,545,546,0700_0800,0.000,0.005,60.000,0.000,period-based
542,546,547,0700_0800,0.000,0.005,60.000,0.000,period-based
543,547,548,0700_0800,0.000,0.005,60.000,0.000,period-based
544,548,549,0700_0800,0.000,0.005,60.000,0.000,period-based
545,549,550,0700_0800,0.000,0.005,60.000,0.000,period-based
546,550,551,0700_0800,0.000,0.005,60.000,0.000,period-based
547,551,552,0700_0800,0.000,0.005,60.000,0.000,period-based
548,552,553,0700_0800,0.000,0.005,60.000,0.000,period-based
549,553,554,0700_0800,0.000,0.005,60.000,0.000,period-based
550,554,555,0700_0800,0.000,0.005,60.000,0.000,period-based
551,555,556,0700_0800,0.000,0.005,60.000,0.000,period-based
552,556,557,0700_0800,0.000,0.005,60.000,0.000,period-based
553,557,558,0700_0800,0.000,0.005,60.000,0.000,period-based
554,558,559,0700_0800,0.000,0.005,60.000,0.000,period-based
555,559,560,0700_0800,0.000,0.005,60.000,0.000,period-based
556,560,561,0700_0800,0.000,0.005,60.000,0.000,period-based
557,561,562,0700_0800,0.000,0.005,60.000,0.000,period-based
558,562,563,0700_0800,0.000,0.005,60.000,0.000,period-based
559,563,564,0700_0800,0.000,0.005,60.000,0.000,period-based
560,564,565,0700_0800,0.000,0.005,60.000,0.000,period-based
561,565,566,0700_0800,0.000,0.005,60.000,0.000,period-based
562,566,567,0700_0800,0.000,0.005,60.000,0.000,period-based
563,567,568,0700_0800,0.000,0.005,60.000,0.000,period-based
564,568,569,0700_0800,0.000,0.005,60.000,0.000,period-based
565,569,570,0700_0800,0.000,0.005,60.000,0.000,period-based
566,570,571,0700_0800,0.000,0.005,60.000,0.000,period-based
567,571,572,0700_0800,0.000,0.005,60.000,0.000,period-based
568,572,573,0700_0800,0.000,0.005,60.000,0.000,period-based
569,573,574,0700_0800,0.000,0.005,60.000,0.000,period-based
570,574,575,0700_0800,0.000,0.005,60.000,0.000,period-based
571,575,576,0700_0800,0.000,0.005,60.000,0.000,period-based
572,576,577,0700_0800,0.000,0.005,60.000,0.000,period-based
573,577,578,0700_0800,0.000,0.005,60.000,0.000,period-based
574,578,579,0700_0800,0.000,0.005,60.000,0.000,period-based
575,579,580,0700_0800,0.000,0.005,60.000,0.000,period-based
576,580,581,0700_0800,0.000,0.005,60.000,0.000,period-based
577,581,582,0700_0800,0.000,0.005,60.000,0.000,period-based
578,582,583,0700_0800,0.000,0.005,60.000,0.000,period-based
579,583,584,0700_0800,0.000,0.005,60.000,0.000,period-based
580,584,585,0700_0800,0.000,0.005,60.000,0.000,period-based
581,585,586,0700_0800,2.000,0.005,60.000,0.001,period-based
582,586,587,0700_0800,2.000,0.005,60.000,0.001,period-based
583,587,588,0700_0800,2.000,0.005,60.000,0.001,period-based
584,588,589,0700_0800,2.000,0.005,60.000,0.001,period-based
585,589,590,0700_0800,2.000,0.005,60.000,0.001,period-based
586,590,591,0700_0800,2.000,0.005,60.000,0.001,period-based
587,591,592,0700_0800,2.000,0.005,60.000,0.001,period-based
588,592,593,0700_0800,2.000,0.005,60.000,0.001,period-based
589,593,594,0700_0800,2.000,0.005,60.000,0.001,period-based
590,594,595,0700_0800,2.000,0.005,60.000,0.001,period-based
591,595,596,0700_0800,2.000,0.005,60.000,0.001,period-based
592,596,597,0700_0800,2.000,0.005,60.000,0.001,period-based
593,597,598,0700_0800,2.000,0.005,60.000,0.001,period-based
594,598,599,0700_0800,2.000,0.005,60.000,0.001,period-based
595,599,600,0700_0800,2.000,0.005,60.000,0.001,period-based
596,600,601,0700_0800,2.000,0.005,60.000,0.001,period-based
597,601,602,0700_0800,2.000,0.005,60.000,0.001,period-based
598,602,603,0700_0800,2.000,0.005,60.000,0.001,period-based
599,603,604,0700_0800,2.000,0.005,60.000,0.001,period-based
600,604,605,0700_0800,2.000,0.005,60.000,0.001,period-based
601,605,606,0700_0800,2.000,0.005,60.000,0.001,period-based
602,606,607,0700_0800,2.000,0.005,60.000,0.001,period-based
603,607,608,0700_0800,2.000,0.005,60.000,0.001,period-based
604,608,609,0700_0800,2.000,0.005,60.000,0.001,period-based
605,609,610,0700_0800,2.000,0.005,60.000,0.001,period-based
606,610,611,0700_0800,1.000,0.005,60.000,0.001,period-based
607,611,612,0700_0800,0.000,0.005,60.000,0.000,period-based
608,612,613,0700_0800,0.000,0.005,60.000,0.000,period-based
609,613,614,0700_0800,0.000,0.005,60.000,0.000,period-based
610,614,615,0700_0800,0.000,0.005,60.000,0.000,period-based
611,615,616,0700_0800,0.000,0.005,60.000,0.000,period-based
612,616,617,0700_0800,0.000,0.005,60.000,0.000,period-based
613,617,618,0700_0800,0.000,0.005,60.000,0.000,period-based
614,618,619,0700_0800,0.000,0.005,60.000,0.000,period-based
615,619,620,0700_0800,0.000,0.005,60.000,0.000,period-based
616,620,621,0700_0800,0.000,0.005,60.000,0.000,period-based
617,621,622,0700_0800,0.000,0.005,60.000,0.000,period-based
618,622,623,0700_0800,0.000,0.005,60.000,0.000,period-based
619,623,624,0700_0800,0.000,0.005,60.000,0.000,period-based
620,624,625,0700_0800,0.000,0.005,60.000,0.000,period-based
621,625,626,0700_0800,0.000,0.005,60.000,0.000,period-based
622,626,627,0700_0800,0.000,0.005,60.000,0.000,period-based
623,627,628,0700_0800,0.000,0.005,60.000,0.000,period-based
624,628,629,0700_0800,0.000,0.005,60.000,0.000,period-based
625,629,630,0700_0800,0.000,0.005,60.000,0.000,period-based
626,630,631,0700_0800,0.000,0.005,60.000,0.000,period-based
627,631,632,0700_0800,0.000,0.005,60.000,0.000,period-based
628,632,633,0700_0800,0.000,0.005,60.000,0.000,period-based
629,633,634,0700_0800,0.000,0.005,60.000,0.000,period-based
630,634,635,0700_0800,0.000,0.005,60.000,0.000,period-based
631,635,636,0700_0800,0.000,0.005,60.000,0.000,period-based
632,636,637,0700_0800,0.000,0.005,60.000,0.000,period-based
633,637,638,0700_0800,0.000,0.005,60.000,0.000,period-based
634,638,639,0700_0800,0.000,0.005,60.000,0.000,period-based
635,639,640,0700_0800,0.000,0.005,60.000,0.000,period-based
636,640,641,0700_0800,0.000,0.005,60.000,0.000,period-based
637,642,643,0700_0800,0.000,0.005,60.000,0.000,period-based
638,643,644,0700_0800,0.000,0.005,60.000,0.000,period-based
639,644,645,0700_0800,0.000,0.005,60.000,0.000,period-based
640,645,646,0700_0800,0.000,0.005,60.000,0.000,period-based
641,646,647,0700_0800,0.000,0.005,60.000,0.000,period-based
642,647,648,0700_0800,0.000,0.005,60.000,0.000,period-based
643,648,649,0700_0800,0.000,0.005,60.000,0.000,period-based
644,649,650,0700_0800,0.000,0.005,60.000,0.000,period-based
645,650,651,0700_0800,2.000,0.005,60.000,0.001,period-based
646,651,652,0700_0800,2.000,0.005,60.000,0.001,period-based
647,652,653,0700_0800,2.000,0.005,60.000,0.001,period-based
648,653,654,0700_0800,2.000,0.005,60.000,0.001,period-based
649,654,655,0700_0800,2.000,0.005,60.000,0.001,period-based
650,655,656,0700_0800,2.000,0.005,60.000,0.001,period-based
651,656,657,0700_0800,2.000,0.005,60.000,0.001,period-based
652,657,658,0700_0800,2.000,0.005,60.000,0.001,period-based
653,658,659,0700_0800,2.000,0.005,60.000,0.001,period-based
654,659,660,0700_0800,2.000,0.005,60.000,0.001,period-based
655,660,661,0700_0800,2.000,0.005,60.000,0.001,period-based
656,661,662,0700_0800,2.000,0.005,60.000,0.001,period-based
657,662,663,0700_0800,2.000,0.005,60.000,0.001,period-based
658,663,664,0700_0800,2.000,0.005,60.000,0.001,period-based
659,664,665,0700_0800,2.000,0.005,60.000,0.001,period-based
660,665,666,0700_0800,2.000,0.005,60.000,0.001,period-based
661,666,667,0700_0800,2.000,0.005,60.000,0.001,period-based
662,667,668,0700_0800,2.000,0.005,60.000,0.001,period-based
663,668,669,0700_0800,2.000,0.005,60.000,0.001,period-based
664,669,670,0700_0800,2.000,0.005,60.000,0.001,period-based
665,670,671,0700_0800,2.000,0.005,60.000,0.001,period-based
666,671,672,0700_0800,2.000,0.005,60.000,0.001,period-based
667,672,673,0700_0800,2.000,0.005,60.000,0.001,period-based
668,673,674,0700_0800,2.000,0.005,60.000,0.001,period-based
669,674,675,0700_0800,2.000,0.005,60.000,0.001,period-based
670,675,676,0700_0800,2.000,0.005,60.000,0.001,period-based
671,676,677,0700_0800,2.000,0.005,60.000,0.001,period-based
672,677,678,0700_0800,2.000,0.005,60.000,0.001,period-based
673,678,679,0700_0800,2.000,0.005,60.000,0.001,period-based
674,679,680,0700_0800,2.000,0.005,60.000,0.001,period-based
675,680,681,0700_0800,2.000,0.005,60.000,0.001,period-based
676,681,682,0700_0800,2.000,0.005,60.000,0.001,period-based
677,682,683,0700_0800,2.000,0.005,60.000,0.001,period-based
678,683,684,0700_0800,2.000,0.005,60.000,0.001,period-based
679,684,685,0700_0800,2.000,0.005,60.000,0.001,period-based
680,685,686,0700_0800,2.000,0.005,60.000,0.001,period-based
681,686,687,0700_0800,2.000,0.005,60.000,0.001,period-based
682,687,688,0700_0800,2.000,0.005,60.000,0.001,period-based
683,688,689,0700_0800,2.000,0.005,60.000,0.001,period-based
684,689,690,0700_0800,2.000,0.005,60.000,0.001,period-based
685,690,691,0700_0800,2.000,0.005,60.000,0.001,period-based
686,691,692,0700_0800,2.000,0.005,60.000,0.001,period-based
687,692,693,0700_0800,2.000,0.005,60.000,0.001,period-based
688,693,694,0700_0800,2.000,0.005,60.000,0.001,period-based
689,694,695,0700_0800,2.000,0.005,60.000,0.001,period-based
690,695,696,0700_0800,0.000,0.005,60.000,0.000,period-based
691,0,129,0700_0800,0.000,0.005,60.000,0.000,period-based
692,1,130,0700_0800,0.000,0.005,60.000,0.000,period-based
693,2,131,0700_0800,0.000,0.005,60.000,0.000,period-based
694,3,132,0700_0800,0.000,0.005,60.000,0.000,period-based
695,4,133,0700_0800,0.000,0.005,60.000,0.000,period-based
696,5,134,0700_0800,0.000,0.005,60.000,0.000,period-based
697,6,135,0700_0800,0.000,0.005,60.000,0.000,period-based
698,7,136,0700_0800,0.000,0.005,60.000,0.000,period-based
699,8,137,0700_0800,0.000,0.005,60.000,0.000,period-based
700,9,138,0700_0800,0.000,0.005,60.000,0.000,period-based
701,10,139,0700_0800,0.000,0.005,60.000,0.000,period-based
702,11,140,0700_0800,0.000,0.005,60.000,0.000,period-based
703,12,141,0700_0800,0.000,0.005,60.000,0.000,period-based
704,13,142,0700_0800,0.000,0.005,60.000,0.000,period-based
705,14,143,0700_0800,0.000,0.005,60.000,0.000,period-based
706,15,144,0700_0800,0.000,0.005,60.000,0.000,period-based
707,16,145,0700_0800,0.000,0.005,60.000,0.000,period-based
708,17,146,0700_0800,0.000,0.005,60.000,0.000,period-based
709,18,147,0700_0800,0.000,0.005,60.000,0.000,period-based
710,19,148,0700_0800,0.000,0.005,60.000,0.000,period-based
711,20,149,0700_0800,0.000,0.005,60.000,0.000,period-based
712,21,150,0700_0800,0.000,0.005,60.000,0.000,period-based
713,22,151,0700_0800,0.000,0.005,60.000,0.000,period-based
714,23,152,0700_0800,0.000,0.005,60.000,0.000,period-based
715,24,153,0700_0800,0.000,0.005,60.000,0.000,period-based
716,25,154,0700_0800,0.000,0.005,60.000,0.000,period-based
717,26,155,0700_0800,0.000,0.005,60.000,0.000,period-based
718,27,156,0700_0800,0.000,0.005,60.000,0.000,period-based
719,28,157,0700_0800,0.000,0.005,60.000,0.000,period-based
720,29,158,0700_0800,0.000,0.005,60.000,0.000,period-based
721,30,159,0700_0800,0.000,0.005,60.000,0.000,period-based
722,31,160,0700_0800,0.000,0.005,60.000,0.000,period-based
723,32,161,0700_0800,0.000,0.005,60.000,0.000,period-based
724,33,162,0700_0800,0.000,0.005,60.000,0.000,period-based
725,34,163,0700_0800,0.000,0.005,60.000,0.000,period-based
726,35,164,0700_0800,0.000,0.005,60.000,0.000,period-based
727,36,165,0700_0800,0.000,0.005,60.000,0.000,period-based
728,37,166,0700_0800,0.000,0.005,60.000,0.000,period-based
729,38,167,0700_0800,0.000,0.005,60.000,0.000,period-based
730,39,168,0700_0800,0.000,0.005,60.000,0.000,period-based
731,40,169,0700_0800,0.000,0.005,60.000,0.000,period-based
732,41,170,0700_0800,0.000,0.005,60.000,0.000,period-based
733,42,171,0700_0800,0.000,0.005,60.000,0.000,period-based
734,43,172,0700_0800,0.000,0.005,60.000,0.000,period-based
735,44,173,0700_0800,0.000,0.005,60.000,0.000,period-based
736,45,174,0700_0800,0.000,0.005,60.000,0.000,period-based
737,46,175,0700_0800,0.000,0.005,60.000,0.000,period-based
738,47,176,0700_0800,0.000,0.005,60.000,0.000,period-based
739,48,177,0700_0800,0.000,0.005,60.000,0.000,period-based
740,49,178,0700_0800,0.000,0.005,60.000,0.000,period-based
741,50,179,0700_0800,0.000,0.005,60.000,0.000,period-based
742,51,180,0700_0800,0.000,0.005,60.000,0.000,period-based
743,52,181,0700_0800,0.000,0.005,60.000,0.000,period-based
744,53,182,0700_0800,0.000,0.005,60.000,0.000,period-based
745,54,183,0700_0800,0.000,0.005,60.000,0.000,period-based
746,55,184,0700_0800,0.000,0.005,60.000,0.000,period-based
747,56,185,0700_0800,0.000,0.005,60.000,0.000,period-based
748,57,186,0700_0800,0.000,0.005,60.000,0.000,period-based
749,58,187,0700_0800,0.000,0.005,60.000,0.000,period-based
750,59,188,0700_0800,0.000,0.005,60.000,0.000,period-based
751,60,189,0700_0800,0.000,0.005,60.000,0.000,period-based
752,61,190,0700_0800,0.000,0.005,60.000,0.000,period-based
753,62,191,0700_0800,0.000,0.005,60.000,0.000,period-based
754,63,192,0700_0800,0.000,0.005,60.000,0.000,period-based
755,64,193,0700_0800,0.000,0.005,60.000,0.000,period-based
756,65,194,0700_0800,0.000,0.005,60.000,0.000,period-based
757,66,195,0700_0800,0.000,0.005,60.000,0.000,period-based
758,67,196,0700_0800,0.000,0.005,60.000,0.000,period-based
759,68,197,0700_0800,0.000,0.005,60.000,0.000,period-based
760,69,198,0700_0800,0.000,0.005,60.000,0.000,period-based
761,70,199,0700_0800,0.000,0.005,60.000,0.000,period-based
762,71,200,0700_0800,0.000,0.005,60.000,0.000,period-based
763,72,201,0700_0800,0.000,0.005,60.000,0.000,period-based
764,73,202,0700_0800,0.000,0.005,60.000,0.000,period-based
765,74,203,0700_0800,0.000,0.005,60.000,0.000,period-based
766,75,204,0700_0800,0.000,0.005,60.000,0.000,period-based
767,76,205,0700_0800,0.000,0.005,60.000,0.000,period-based
768,77,206,0700_0800,0.000,0.005,60.000,0.000,period-based
769,78,207,0700_0800,0.000,0.005,60.000,0.000,period-based
770,79,208,0700_0800,0.000,0.005,60.000,0.000,period-based
771,80,209,0700_0800,0.000,0.005,60.000,0.000,period-based
772,81,210,0700_0800,0.000,0.005,60.000,0.000,period-based
773,82,211,0700_0800,0.000,0.005,60.000,0.000,period-based
774,83,212,0700_0800,0.000,0.005,60.000,0.000,period-based
775,84,213,0700_0800,0.000,0.005,60.000,0.000,period-based
776,85,214,0700_0800,0.000,0.005,60.000,0.000,period-based
777,86,215,0700_0800,0.000,0.005,60.000,0.000,period-based
778,87,216,0700_0800,0.000,0.005,60.000,0.000,period-based
779,88,217,0700_0800,0.000,0.005,60.000,0.000,period-based
780,89,218,0700_0800,0.000,0.005,60.000,0.000,period-based
781,90,219,0700_0800,0.000,0.005,60.000,0.000,period-based
782,91,220,0700_0800,0.000,0.005,60.000,0.000,period-based
783,92,221,0700_0800,0.000,0.005,60.000,0.000,period-based
784,93,222,0700_0800,0.000,0.005,60.000,0.000,period-based
785,94,223,0700_0800,0.000,0.005,60.000,0.000,period-based
786,95,224,0700_0800,0.000,0.005,60.000,0.000,period-based
787,96,225,0700_0800,0.000,0.005,60.000,0.000,period-based
788,97,226,0700_0800,0.000,0.005,60.000,0.000,period-based
789,98,227,0700_0800,0.000,0.005,60.000,0.000,period-based
790,99,228,0700_0800,0.000,0.005,60.000,0.000,period-based
791,100,229,0700_0800,0.000,0.005,60.000,0.000,period-based
792,101,230,0700_0800,0.000,0.005,60.000,0.000,period-based
793,102,231,0700_0800,0.000,0.005,60.000,0.000,period-based
794,103,232,0700_0800,0.000,0.005,60.000,0.000,period-based
795,104,233,0700_0800,0.000,0.005,60.000,0.000,period-based
796,105,234,0700_0800,0.000,0.005,60.000,0.000,period-based
797,106,235,0700_0800,0.000,0.005,60.000,0.000,period-based
798,107,236,0700_0800,0.000,0.005,60.000,0.000,period-based
799,108,237,0700_0800,0.000,0.005,60.000,0.000,period-based
800,109,238,0700_0800,0.000,0.005,60.000,0.000,period-based
801,110,239,0700_0800,0.000,0.005,60.000,0.000,period-based
802,111,240,0700_0800,0.000,0.005,60.000,0.000,period-based
803,112,241,0700_0800,0.000,0.005,60.000,0.000,period-based
804,113,242,0700_0800,0.000,0.005,60.000,0.000,period-based
805,114,243,0700_0800,0.000,0.005,60.000,0.000,period-based
806,115,244,0700_0800,0.000,0.005,60.000,0.000,period-based
807,116,245,0700_0800,0.000,0.005,60.000,0.000,period-based
808,117,246,0700_0800,0.000,0.005,60.000,0.000,period-based
809,118,247,0700_0800,0.000,0.005,60.000,0.000,period-based
810,119,248,0700_0800,0.000,0.005,60.000,0.000,period-based
811,120,249,0700_0800,0.000,0.005,60.000,0.000,period-based
812,121,250,0700_0800,0.000,0.005,60.000,0.000,period-based
813,122,251,0700_0800,0.000,0.005,60.000,0.000,period-based
814,123,252,0700_0800,0.000,0.005,60.000,0.000,period-based
815,124,253,0700_0800,0.000,0.005,60.000,0.000,period-based
816,125,254,0700_0800,0.000,0.005,60.000,0.000,period-based
817,126,255,0700_0800,0.000,0.005,60.000,0.000,period-based
818,128,1,0700_0800,0.000,0.005,60.000,0.000,period-based
819,129,2,0700_0800,0.000,0.005,60.000,0.000,period-based
820,130,3,0700_0800,0.000,0.005,60.000,0.000,period-based
821,131,4,0700_0800,0.000,0.005,60.000,0.000,period-based
822,132,5,0700_0800,0.000,0.005,60.000,0.000,period-based
823,133,6,0700_0800,0.000,0.005,60.000,0.000,period-based
824,134,7,0700_0800,0.000,0.005,60.000,0.000,period-based
825,135,8,0700_0800,0.000,0.005,60.000,0.000,period-based
826,136,9,0700_0800,0.000,0.005,60.000,0.000,period-based
827,137,10,0700_0800,0.000,0.005,60.000,0.000,period-based
828,138,11,0700_0800,0.000,0.005,60.000,0.000,period-based
829,139,12,0700_0800,0.000,0.005,60.000,0.000,period-based
830,140,13,0700_0800,0.000,0.005,60.000,0.000,period-based
831,141,14,0700_0800,0.000,0.005,60.000,0.000,period-based
832,142,15,0700_0800,0.000,0.005,60.000,0.000,period-based
833,143,16,0700_0800,0.000,0.005,60.000,0.000,period-based
834,144,17,0700_0800,0.000,0.005,60.000,0.000,period-based
835,145,18,0700_0800,0.000,0.005,60.000,0.000,period-based
836,146,19,0700_0800,0.000,0.005,60.000,0.000,period-based
837,147,20,0700_0800,0.000,0.005,60.000,0.000,period-based
838,148,21,0700_0800,0.000,0.005,60.000,0.000,period-based
839,149,22,0700_0800,0.000,0.005,60.000,0.000,period-based
840,150,23,0700_0800,0.000,0.005,60.000,0.000,period-based
841,151,24,0700_0800,0.000,0.005,60.000,0.000,period-based
842,152,25,0700_0800,0.000,0.005,60.000,0.000,period-based
843,153,26,0700_0800,0.000,0.005,60.000,0.000,period-based
844,154,27,0700_0800,0.000,0.005,60.000,0.000,period-based
845,155,28,0700_0800,0.000,0.005,60.000,0.000,period-based
846,156,29,0700_0800,0.000,0.005,60.000,0.000,period-based
847,157,30,0700_0800,0.000,0.005,60.000,0.000,period-based
848,158,31,0700_0800,0.000,0.005,60.000,0.000,period-based
849,159,32,0700_0800,0.000,0.005,60.000,0.000,period-based
850,160,33,0700_0800,0.000,0.005,60.000,0.000,period-based
851,161,34,0700_0800,0.000,0.005,60.000,0.000,period-based
852,162,35,0700_0800,0.000,0.005,60.000,0.000,period-based
853,163,36,0700_0800,0.000,0.005,60.000,0.000,period-based
854,164,37,0700_0800,0.000,0.005,60.000,0.000,period-based
855,165,38,0700_0800,0.000,0.005,60.000,0.000,period-based
856,166,39,0700_0800,0.000,0.005,60.000,0.000,period-based
857,167,40,0700_0800,0.000,0.005,60.000,0.000,period-based
858,168,41,0700_0800,0.000,0.005,60.000,0.000,period-based
859,169,42,0700_0800,0.000,0.005,60.000,0.000,period-based
860,170,43,0700_0800,0.000,0.005,60.000,0.000,period-based
861,171,44,0700_0800,0.000,0.005,60.000,0.000,period-based
862,172,45,0700_0800,0.000,0.005,60.000,0.000,period-based
863,173,46,0700_0800,0.000,0.005,60.000,0.000,period-based
864,174,47,0700_0800,0.000,0.005,60.000,0.000,period-based
865,175,48,0700_0800,0.000,0.005,60.000,0.000,period-based
866,176,49,0700_0800,0.000,0.005,60.000,0.000,period-based
867,177,50,0700_0800,0.000,0.005,60.000,0.000,period-based
868,178,51,0700_0800,0.000,0.005,60.000,0.000,period-based
869,179,52,0700_0800,0.000,0.005,60.000,0.000,period-based
870,180,53,0700_0800,0.000,0.005,60.000,0.000,period-based
